size,sortTime1,sortTime2
44300,0.000000,0.000000
44400,0.997500,0.000000
44500,0.997400,0.000000
44600,0.997400,0.000000
44700,0.996900,0.000000
44800,0.000000,0.000000
44900,0.997400,0.000000
45000,0.997200,0.000000
45100,0.997100,0.000000
45200,0.995700,0.000000
45300,1.032500,0.000000
45400,0.000000,0.000000
45500,0.000000,0.000000
45600,0.000000,0.000000
45700,0.996200,0.000000
45800,0.994700,0.000000
45900,0.964900,0.000000
46000,0.963100,0.000000
46100,0.997900,0.000000
46200,1.029600,0.000000
46300,0.966900,0.000000
46400,0.997600,0.000000
46500,0.997300,0.000000
46600,0.997000,0.000000
46700,0.997600,0.000000
46800,0.997300,0.000000
46900,0.997200,0.000000
47000,0.997300,0.000000
47100,0.997800,0.000000
47200,0.997600,0.000000
47300,0.997300,0.000000
47400,0.997100,0.000000
47500,0.995800,0.000000
47600,0.997500,0.000000
47700,0.997300,0.000000
47800,0.997300,0.000000
47900,0.997200,0.000000
48000,0.997300,0.000000
48100,0.997400,0.000000
48200,0.997400,0.000000
48300,0.997500,0.000000
48400,0.000000,0.000000
48500,0.000000,0.000000
48600,0.997400,0.000000
48700,0.997400,0.000000
48800,0.997600,0.000000
48900,0.997400,0.000000
49000,2.038800,0.000000
49100,1.995400,0.000000
49200,0.996700,0.000000
49300,0.997500,0.000000
49400,0.997400,0.000000
49500,0.997400,0.000000
49600,0.997300,0.000000
49700,0.997200,0.000000
49800,0.997400,0.000000
49900,0.997300,0.000000
50000,0.997200,0.000000
50100,0.997400,0.000000
50200,0.000000,0.000000
50300,0.997200,0.000000
50400,0.997400,0.000000
50500,0.997300,0.000000
50600,0.997400,0.000000
50700,0.997300,0.000000
50800,0.997300,0.000000
50900,0.997400,0.000000
51000,0.997800,0.000000
51100,0.997600,0.000000
51200,0.997200,0.000000
51300,0.000000,0.000000
51400,0.997400,0.000000
51500,0.997500,0.000000
51600,0.997400,0.000000
51700,0.997300,0.000000
51800,0.996400,0.000000
51900,0.997400,0.000000
52000,0.997400,0.000000
52100,0.997200,0.000000
52200,0.997300,0.000000
52300,0.997400,0.000000
52400,0.997400,0.000000
52500,0.997400,0.000000
52600,0.997100,0.000000
52700,0.997500,0.000000
52800,0.997100,0.000000
52900,0.997400,0.000000
53000,0.997400,0.000000
53100,0.997400,0.000000
53200,0.997300,0.000000
53300,0.997200,0.000000
53400,0.997400,0.000000
53500,0.997300,0.000000
53600,0.997400,0.000000
53700,0.997400,0.000000
53800,0.997500,0.000000
53900,0.997400,0.000000
54000,0.997600,0.000000
54100,0.997000,0.000000
54200,0.997600,0.000000
54300,0.997100,0.000000
54400,0.997400,0.000000
54500,0.997400,0.000000
54600,0.997200,0.000000
54700,0.997400,0.000000
54800,0.997100,0.000000
54900,0.997900,0.000000
55000,0.997300,0.000000
55100,0.997400,0.000000
55200,0.997400,0.000000
55300,0.997400,0.000000
55400,0.997600,0.000000
55500,0.997400,0.000000
55600,0.997200,0.000000
55700,0.997700,0.000000
55800,0.997300,0.000000
55900,0.995900,0.000000
56000,0.997500,0.000000
56100,0.997000,0.000000
56200,0.997300,0.000000
56300,0.996600,0.000000
56400,0.997400,0.000000
56500,0.997500,0.000000
56600,0.999000,0.000000
56700,0.954300,0.000000
56800,0.986500,0.000000
56900,0.997700,0.000000
57000,0.997500,0.000000
57100,0.997400,0.000000
57200,0.997200,0.000000
57300,0.997500,0.000000
57400,0.997300,0.000000
57500,1.994600,0.000000
57600,0.997200,0.000000
57700,0.997300,0.000000
57800,0.997400,0.000000
57900,0.999800,0.000000
58000,0.953300,0.000000
58100,0.995400,0.000000
58200,0.996700,0.000000
58300,1.004200,0.000000
58400,0.999400,0.000000
58500,0.996900,0.000000
58600,0.994300,0.000000
58700,1.028600,0.000000
58800,0.998300,0.000000
58900,0.997200,0.000000
59000,0.997800,0.000000
59100,0.994400,0.000000
59200,0.997200,0.000000
59300,1.000400,0.000000
59400,0.999100,0.000000
59500,0.999900,0.000000
59600,0.965300,0.000000
59700,0.997300,0.000000
59800,0.994900,0.000000
59900,1.029700,0.000000
60000,0.993700,0.000000
60100,0.999500,0.000000
60200,0.997100,0.000000
60300,0.995700,0.000000
60400,0.997000,0.000000
60500,0.996600,0.000000
60600,0.997800,0.000000
60700,1.000200,0.000000
60800,1.000200,0.000000
60900,0.988700,0.000000
61000,1.000400,0.000000
61100,0.994800,0.000000
61200,0.997100,0.000000
61300,1.030700,0.000000
61400,1.949900,0.000000
61500,1.987700,0.000000
61600,1.040600,0.000000
61700,1.001100,0.000000
61800,0.997500,0.000000
61900,0.954200,0.000000
62000,0.961200,0.000000
62100,0.997000,0.000000
62200,0.997600,0.000000
62300,0.997300,0.000000
62400,0.997200,0.000000
62500,0.997400,0.000000
62600,0.998000,0.000000
62700,0.995600,0.000000
62800,0.955400,0.000000
62900,0.954600,0.000000
63000,0.998900,0.000000
63100,1.948800,0.000000
63200,1.001900,0.000000
63300,0.998000,0.000000
63400,1.025300,0.000000
63500,0.999400,0.000000
63600,0.996300,0.000000
63700,0.996400,0.000000
63800,1.043300,0.000000
63900,0.997000,0.000000
64000,0.996700,0.000000
64100,0.998000,0.000000
64200,1.042100,0.000000
64300,0.997400,0.000000
64400,0.998000,0.000000
64500,1.003100,0.000000
64600,1.040200,0.000000
64700,0.998500,0.000000
64800,0.998100,0.000000
64900,1.042400,0.000000
65000,0.997300,0.000000
65100,0.998600,0.000000
65200,0.997300,0.000000
65300,0.997800,0.000000
65400,1.040600,0.000000
65500,0.996100,0.000000
65600,1.998000,0.000000
65700,0.999300,0.000000
65800,0.995700,0.000000
65900,2.029300,0.000000
66000,0.961900,0.000000
66100,0.992400,0.000000
66200,0.999800,0.000000
66300,0.965000,0.000000
66400,0.990200,0.000000
66500,0.996500,0.000000
66600,1.033300,0.000000
66700,0.997600,0.000000
66800,0.998000,0.000000
66900,0.996000,0.000000
67000,0.994500,0.000000
67100,0.964900,0.000000
67200,1.988800,0.000000
67300,0.975100,0.000000
67400,0.998800,0.000000
67500,0.995300,0.000000
67600,0.997600,0.000000
67700,0.997400,0.000000
67800,0.997400,0.000000
67900,1.994600,0.000000
68000,1.994700,0.000000
68100,0.997500,0.000000
68200,0.997700,0.000000
68300,0.997500,0.000000
68400,0.997600,0.000000
68500,0.997500,0.000000
68600,0.997500,0.000000
68700,0.997400,0.000000
68800,1.993300,0.000000
68900,0.955100,0.000000
69000,0.999200,0.000000
69100,0.955500,0.000000
69200,1.042800,0.000000
69300,0.994300,0.000000
69400,0.998000,0.000000
69500,0.998700,0.000000
69600,0.999800,0.000000
69700,1.028700,0.000000
69800,0.965100,0.000000
69900,0.997100,0.000000
70000,1.994400,0.000000
70100,2.027700,0.000000
70200,1.957200,0.000000
70300,1.999300,0.000000
70400,1.994600,0.000000
70500,1.029400,0.000000
70600,0.999600,0.000000
70700,0.987700,0.000000
70800,0.995500,0.000000
70900,0.966000,0.000000
71000,1.000600,0.000000
71100,1.011700,0.000000
71200,0.962000,0.000000
71300,0.999000,0.000000
71400,1.994600,0.000000
71500,0.997700,0.000000
71600,1.000400,0.000000
71700,0.997300,0.000000
71800,0.995200,0.000000
71900,0.999200,0.000000
72000,1.000100,0.000000
72100,1.023800,0.000000
72200,1.991600,0.000000
72300,0.997500,0.000000
72400,0.994000,0.000000
72500,0.995300,0.000000
72600,0.996800,0.000000
72700,0.963100,0.000000
72800,0.997200,0.000000
72900,0.972500,0.000000
73000,0.997700,0.000000
73100,1.994800,0.000000
73200,0.997100,0.000000
73300,0.997500,0.000000
73400,1.994800,0.000000
73500,0.997300,0.000000
73600,0.997400,0.000000
73700,1.994600,0.000000
73800,0.996700,0.000000
73900,1.994700,0.000000
74000,0.638400,0.000000
74100,1.008100,0.000000
74200,1.994500,0.000000
74300,0.996600,0.000000
74400,1.996100,0.000000
74500,0.997300,0.000000
74600,0.997600,0.000000
74700,1.994800,0.000000
74800,0.997300,0.000000
74900,0.997300,0.000000
75000,0.997400,0.000000
75100,0.997400,0.000000
75200,0.997500,0.000000
75300,0.997400,0.000000
75400,1.994800,0.000000
75500,1.992700,0.000000
75600,1.963700,0.000000
75700,0.996700,0.000000
75800,1.994700,0.000000
75900,0.997500,0.000000
76000,0.997500,0.000000
76100,0.996900,0.000000
76200,1.991900,0.000000
76300,0.998900,0.000000
76400,0.997300,0.000000
76500,1.994700,0.000000
76600,0.995900,0.000000
76700,1.998900,0.000000
76800,0.995200,0.000000
76900,2.029300,0.000000
77000,0.997100,0.000000
77100,1.992700,0.000000
77200,0.960200,0.000000
77300,0.995500,0.000000
77400,1.963500,0.000000
77500,0.993400,0.000000
77600,1.001700,0.000000
77700,1.992200,0.000000
77800,0.996800,0.000000
77900,0.997600,0.000000
78000,1.987100,0.000000
78100,0.998200,0.000000
78200,1.993800,0.000000
78300,1.008700,0.000000
78400,1.000300,0.000000
78500,1.992300,0.000000
78600,0.998900,0.000000
78700,0.997400,0.000000
78800,1.994600,0.000000
78900,0.997400,0.000000
79000,0.997300,0.000000
79100,0.996600,0.000000
79200,1.994200,0.000000
79300,0.997200,0.000000
79400,0.997500,0.000000
79500,0.997100,0.000000
79600,1.994900,0.000000
79700,1.994700,0.000000
79800,1.995800,0.000000
79900,1.994500,0.000000
80000,1.995700,0.000000
80100,2.000500,0.000000
80200,1.994500,0.000000
80300,1.994600,0.000000
80400,1.994700,0.000000
80500,0.998000,0.000000
80600,0.997100,0.000000
80700,0.997200,0.000000
80800,0.998300,0.000000
80900,0.997100,0.000000
81000,0.997900,0.000000
81100,0.997100,0.000000
81200,1.994700,0.000000
81300,1.999600,0.000000
81400,2.019200,0.000000
81500,1.994500,0.000000
81600,1.950900,0.000000
81700,1.994400,0.000000
81800,0.992200,0.000000
81900,0.951500,0.000000
82000,1.018300,0.000000
82100,0.996700,0.000000
82200,1.040300,0.000000
82300,1.039700,0.000000
82400,1.045500,0.000000
82500,0.997500,0.000000
82600,1.040100,0.000000
82700,1.994600,0.000000
82800,2.036100,0.000000
82900,2.039900,0.000000
83000,2.036800,0.000000
83100,2.035800,0.000000
83200,2.024600,0.000000
83300,1.993000,0.000000
83400,1.993600,0.000000
83500,2.036200,0.000000
83600,1.994300,0.000000
83700,1.994400,0.000000
83800,1.003200,0.000000
83900,0.999600,0.000000
84000,0.997600,0.000000
84100,0.997700,0.000000
84200,0.996800,0.000000
84300,1.947400,0.000000
84400,1.992400,0.000000
84500,1.994600,0.000000
84600,0.995900,0.000000
84700,0.962300,0.000000
84800,0.997200,0.000000
84900,1.000100,0.000000
85000,1.995100,0.000000
85100,1.993500,0.000000
85200,1.994600,0.000000
85300,1.994700,0.000000
85400,2.037900,0.000000
85500,0.994900,0.000000
85600,0.954700,0.000000
85700,0.996500,0.000000
85800,0.994500,0.000000
85900,1.952700,0.000000
86000,1.950900,0.000000
86100,0.955700,0.000000
86200,0.955100,0.000000
86300,0.955600,0.000000
86400,1.052300,0.000000
86500,0.997100,0.000000
86600,0.999200,0.000000
86700,1.992300,0.000000
86800,1.993900,0.000000
86900,0.997400,0.000000
87000,1.994700,0.000000
87100,1.994700,0.000000
87200,0.997400,0.000000
87300,0.997400,0.000000
87400,1.994600,0.000000
87500,0.997100,0.000000
87600,1.994200,0.000000
87700,0.997000,0.000000
87800,0.997400,0.000000
87900,1.993300,0.000000
88000,0.997300,0.000000
88100,1.994600,0.000000
88200,1.994800,0.000000
88300,0.997400,0.000000
88400,1.994900,0.000000
88500,0.997200,0.000000
88600,1.994900,0.000000
88700,0.996800,0.000000
88800,0.997300,0.000000
88900,0.997400,0.000000
89000,1.027300,0.000000
89100,2.028600,0.000000
89200,1.022000,0.000000
89300,1.992000,0.000000
89400,0.990000,0.000000
89500,1.994500,0.000000
89600,0.997400,0.000000
89700,0.997600,0.000000
89800,1.995600,0.000000
89900,1.001400,0.000000
90000,1.999000,0.000000
90100,0.999200,0.000000
90200,0.996700,0.000000
90300,2.026100,0.000000
90400,0.962400,0.000000
90500,0.987400,0.000000
90600,1.997700,0.000000
90700,0.996700,0.000000
90800,1.997000,0.000000
90900,0.995200,0.000000
91000,1.958200,0.000000
91100,0.997600,0.000000
91200,1.999200,0.000000
91300,2.027700,0.000000
91400,1.004400,0.000000
91500,0.999800,0.000000
91600,1.992800,0.000000
91700,0.997200,0.000000
91800,1.994900,0.000000
91900,1.994500,0.000000
92000,0.997000,0.000000
92100,1.963100,0.000000
92200,1.993200,0.000000
92300,0.965000,0.000000
92400,2.018100,0.000000
92500,1.957500,0.000000
92600,0.995200,0.000000
92700,1.000100,0.000000
92800,1.994900,0.000000
92900,1.969100,0.000000
93000,0.997400,0.000000
93100,0.997400,0.000000
93200,1.994500,0.000000
93300,1.994700,0.000000
93400,0.997400,0.000000
93500,0.997300,0.000000
93600,1.994400,0.000000
93700,1.994700,0.000000
93800,0.997400,0.000000
93900,0.997400,0.000000
94000,0.997400,0.000000
94100,1.994400,0.000000
94200,2.992000,0.000000
94300,1.994800,0.000000
94400,1.994400,0.000000
94500,1.994800,0.000000
94600,0.997300,0.000000
94700,0.997500,0.000000
94800,0.997500,0.000000
94900,0.997100,0.000000
95000,0.997400,0.000000
95100,0.997200,0.000000
95200,0.997300,0.000000
95300,0.997400,0.000000
95400,0.997300,0.000000
95500,0.999700,0.000000
95600,0.994500,0.000000
95700,0.998600,0.000000
95800,1.992800,0.000000
95900,1.992500,0.000000
96000,1.994700,0.000000
96100,1.993000,0.000000
96200,2.038000,0.000000
96300,2.004600,0.000000
96400,1.993200,0.000000
96500,1.994100,0.000000
96600,1.992200,0.000000
96700,1.949700,0.000000
96800,1.950200,0.000000
96900,2.036900,0.000000
97000,1.991700,0.000000
97100,0.992300,0.000000
97200,0.994300,0.000000
97300,0.997600,0.000000
97400,0.950800,0.000000
97500,1.039100,0.000000
97600,0.994600,0.000000
97700,0.992400,0.000000
97800,0.997600,0.000000
97900,1.993400,0.000000
98000,1.995100,0.000000
98100,1.994200,0.000000
98200,1.994700,0.000000
98300,1.994700,0.000000
98400,1.995200,0.000000
98500,1.994900,0.000000
98600,1.994300,0.000000
98700,1.992900,0.000000
98800,3.027100,0.000000
98900,1.994800,0.000000
99000,2.086300,0.000000
99100,1.992000,0.000000
99200,1.992000,0.000000
99300,0.997800,0.000000
99400,0.997300,0.000000
99500,1.996700,0.000000
99600,1.996300,0.000000
99700,1.007900,0.000000
99800,0.999600,0.000000
99900,2.041700,0.000000
100000,1.998500,0.000000
100100,0.999000,0.000000
100200,0.999200,0.000000
100300,1.968000,0.000000
100400,2.029000,0.000000
100500,1.994300,0.000000
100600,1.994800,0.000000
100700,1.994100,0.000000
100800,1.994400,0.000000
100900,1.994800,0.000000
101000,0.997500,0.000000
101100,1.994600,0.000000
101200,1.994400,0.000000
101300,0.997200,0.000000
101400,1.994900,0.000000
101500,0.997700,0.000000
101600,1.040100,0.000000
101700,2.039200,0.000000
101800,0.994200,0.000000
101900,1.996800,0.000000
102000,1.994900,0.000000
102100,1.995400,0.000000
102200,0.997600,0.000000
102300,2.037500,0.000000
102400,1.991800,0.000000
102500,1.996500,0.000000
102600,1.997400,0.000000
102700,0.998700,0.000000
102800,2.040700,0.000000
102900,0.999400,0.000000
103000,1.963500,0.000000
103100,0.994700,0.000000
103200,1.951100,0.000000
103300,1.042400,0.000000
103400,2.996200,0.000000
103500,3.989200,0.000000
103600,3.943200,0.000000
103700,3.001300,0.000000
103800,0.997400,0.000000
103900,1.994900,0.000000
104000,1.994100,0.000000
104100,0.997300,0.000000
104200,1.994600,0.000000
104300,1.040300,0.000000
104400,1.990800,0.000000
104500,1.992900,0.000000
104600,0.996000,0.000000
104700,1.976600,0.000000
104800,1.996600,0.000000
104900,1.994500,0.000000
105000,1.994500,0.000000
105100,0.997500,0.000000
105200,1.994700,0.000000
105300,1.994700,0.000000
105400,0.997300,0.000000
105500,0.997600,0.000000
105600,1.994600,0.000000
105700,0.997500,0.000000
105800,0.997200,0.000000
105900,1.994600,0.000000
106000,1.994700,0.000000
106100,0.997500,0.000000
106200,1.994700,0.000000
106300,1.963600,0.000000
106400,1.001100,0.000000
106500,2.037400,0.000000
106600,2.992400,0.000000
106700,1.995300,0.000000
106800,1.994500,0.000000
106900,0.997500,0.000000
107000,1.994900,0.000000
107100,1.995100,0.000000
107200,1.995200,0.000000
107300,1.994700,0.000000
