queryNumber,OptimalBST,Array,HashTable
773000,202.598500,225.441100,212.205300
774000,165.845500,190.467600,211.963700
775000,175.569600,203.858400,239.040200
776000,190.088300,199.810300,237.626600
777000,195.093200,242.545200,233.587300
778000,194.569500,243.289800,244.964700
779000,210.531600,249.251300,243.970200
780000,199.138400,261.858400,231.052800
781000,194.262000,246.599400,235.036400
782000,201.298800,244.234400,267.798300
783000,187.813900,211.698700,276.213500
784000,196.950000,263.213000,268.705000
785000,218.447500,244.588400,223.055100
786000,187.660700,228.845800,241.999300
787000,192.907000,221.976700,279.079700
788000,182.394400,222.813500,227.333600
789000,196.987600,275.960500,228.411400
790000,279.406200,330.054700,319.806800
791000,197.145500,184.238600,251.516600
792000,179.902000,185.141100,233.638400
793000,201.340400,255.826700,228.213500
794000,195.554900,254.983200,228.980100
795000,195.375900,243.782400,350.132300
796000,304.074800,325.999500,279.185000
797000,231.586700,268.548900,268.728400
798000,189.351700,252.361900,239.277700
799000,190.305200,213.793100,219.241600
800000,170.759600,188.958800,218.112900
801000,199.527700,284.984300,267.810800
802000,223.897200,251.921700,231.287900
803000,191.522900,222.287900,229.822300
804000,207.470700,274.357200,265.435500
805000,217.908300,257.238600,234.828300
806000,200.386900,267.234900,265.442100
807000,241.249000,290.933200,263.070900
808000,205.009300,263.964800,232.250400
809000,210.548400,251.821500,269.185200
810000,192.060900,257.433300,267.963300
811000,194.297400,224.993500,229.952500
812000,193.230200,285.638000,271.812000
813000,229.967100,294.754800,244.112000
814000,203.294500,241.476600,234.932300
815000,187.042800,200.515400,222.540300
816000,183.157000,212.418900,291.800200
817000,212.629600,283.099900,282.279800
818000,251.830200,313.013500,288.067600
819000,278.615600,341.252000,347.689400
820000,239.282700,272.893100,239.762900
821000,205.467900,270.651500,259.046700
822000,210.317600,252.573100,259.026700
823000,245.850600,311.467300,268.557300
824000,231.532400,270.455100,262.501400
825000,232.941600,235.378300,235.929800
826000,194.673400,244.069200,232.987900
827000,185.704700,216.336100,225.630600
828000,178.944600,264.299200,301.326900
829000,243.411900,311.727200,302.014000
830000,232.916300,301.305000,278.797200
831000,219.289400,238.639300,253.188400
832000,210.937000,291.868400,244.334900
833000,212.507800,284.915500,333.724100
834000,285.684700,340.115500,302.846000
835000,245.081800,292.820100,265.522600
836000,208.114200,260.927500,250.855700
837000,204.853000,236.087600,237.378400
838000,196.068800,238.204200,263.353100
839000,183.053700,226.863500,266.577400
840000,208.656100,279.273200,288.790800
841000,229.273900,238.985200,296.544700
842000,210.197900,225.094200,278.081900
843000,204.925600,220.475300,262.226200
844000,211.646600,271.836300,294.009400
845000,217.526700,283.867800,280.564700
846000,246.352800,291.841200,250.451400
847000,210.835700,278.098300,247.886400
848000,220.474000,299.426800,263.783000
849000,216.842300,268.067400,260.304000
850000,211.571500,243.612800,316.764400
851000,301.713600,349.199200,270.900900
852000,214.132000,252.984200,244.410400
853000,219.809500,236.336600,311.895100
854000,200.928000,263.287300,246.379500
855000,212.451600,278.096500,281.214300
856000,265.427400,289.029600,296.602400
857000,202.510400,217.552700,271.331500
858000,187.070600,268.651200,281.717200
859000,211.430100,270.340200,249.428100
860000,210.019700,255.324600,247.329700
861000,242.278000,276.769500,319.219500
862000,280.427500,289.195500,294.170900
863000,223.815000,263.133300,254.639100
864000,204.839400,238.644500,246.419700
865000,183.451600,204.316300,243.504700
866000,183.475200,233.934500,324.412800
867000,255.350800,334.154100,250.128000
868000,207.600300,239.643200,246.246300
869000,210.380800,220.518700,271.503900
870000,226.709900,245.600000,255.973200
871000,224.432600,280.674900,274.076800
872000,261.325900,258.182000,295.457700
873000,227.609300,297.976400,306.855400
874000,230.998500,265.417200,274.324100
875000,211.477900,257.926200,253.997900
876000,199.746500,237.603900,251.989400
877000,254.103800,327.332600,319.447600
878000,314.056300,390.921200,436.297300
879000,212.434800,227.390400,240.854700
880000,188.018500,219.241100,268.478100
881000,215.834700,223.766000,278.859600
882000,268.091200,251.962800,297.250200
883000,258.320200,303.249100,304.678800
884000,244.938000,282.783100,276.165800
885000,229.492100,284.463300,278.688400
886000,209.675100,269.919400,298.851800
887000,231.045500,236.359900,311.577700
888000,252.397700,328.485800,343.926500
889000,231.479900,251.326500,280.511100
890000,212.781100,237.789200,283.282800
891000,217.417500,235.371600,267.428200
892000,281.428400,369.793000,309.576400
893000,256.726400,316.154700,291.119400
894000,223.570000,209.403400,286.232400
895000,200.780900,263.712300,272.660800
896000,227.390500,303.364300,301.269100
897000,222.333100,274.271400,266.386900
898000,262.316100,318.380300,331.108000
899000,247.893100,312.146500,333.600500
900000,254.121200,253.467800,271.379300
901000,215.457000,254.406700,303.154100
902000,196.706800,210.612800,286.741300
903000,251.359000,328.731900,301.398400
904000,241.745500,245.310400,322.613200
905000,223.762000,229.418600,287.386900
906000,211.091200,211.434000,304.627800
907000,235.288200,298.405800,317.104600
908000,299.070200,365.550600,348.035800
909000,236.835500,317.694100,267.799100
910000,229.787200,300.502800,307.688600
911000,237.197900,255.072800,259.313400
912000,232.429000,253.948200,335.439000
913000,284.482100,335.660000,316.600400
914000,226.229500,273.241000,264.748900
915000,208.524500,224.849400,251.685800
916000,203.180700,275.583500,305.669700
917000,237.257600,309.444800,309.393400
918000,280.711700,304.189300,267.822000
919000,194.687800,216.490300,249.580400
920000,212.105700,290.784200,268.162400
921000,225.419800,291.529600,289.912300
922000,225.907400,279.785700,327.018300
923000,234.749000,249.136800,310.320000
924000,228.798700,292.643100,275.878200
925000,226.394400,250.552900,267.203300
926000,211.913900,249.691200,251.448600
927000,198.978700,236.515600,253.756100
928000,228.903100,247.630800,285.690400
929000,228.531200,258.309200,276.440400
930000,212.210500,250.340400,284.932500
931000,238.433100,237.398400,289.194200
932000,241.671900,323.284800,296.641300
933000,246.876600,253.119600,334.257800
934000,239.623600,338.906100,384.596300
935000,315.484600,304.538900,295.329100
936000,237.445100,286.793100,267.316900
937000,219.978700,263.797700,287.926500
938000,232.979700,251.127700,285.278700
939000,260.431700,353.730600,304.785700
940000,234.862500,249.685600,331.559500
941000,229.930300,245.844000,289.401900
942000,230.504600,242.125400,289.794300
943000,243.302900,260.659200,306.064100
944000,270.287700,331.496000,302.957800
945000,243.904600,310.109900,299.259900
946000,247.129900,295.374100,288.930700
947000,236.437600,313.470500,317.642300
948000,266.003900,298.431800,310.171700
949000,281.584800,337.884300,269.746400
950000,234.374900,271.704000,285.980000
951000,220.067300,256.178100,341.799400
952000,228.318300,320.571900,275.263800
953000,244.141000,334.107400,325.438600
954000,271.459000,298.843100,307.903400
955000,208.464200,231.654300,279.886400
956000,242.431000,313.509300,274.921400
957000,234.569400,285.114300,275.634500
958000,262.937100,343.504100,305.758400
959000,269.554500,333.109000,331.549200
960000,268.443500,299.280100,309.209900
961000,225.395600,258.439200,263.263400
962000,204.501900,227.769000,265.669700
963000,296.846000,375.593500,321.168100
964000,230.154400,294.478700,281.245200
965000,225.572100,227.420900,308.356400
966000,211.355800,235.145200,281.357100
967000,244.818800,305.196400,322.515500
968000,322.130100,405.907400,345.413500
969000,263.295900,335.224800,330.145300
970000,252.412500,302.267200,323.365200
971000,227.401600,262.431100,287.739700
972000,244.339900,334.192000,358.258500
973000,292.862300,292.739400,312.213300
974000,239.439100,253.322400,265.291400
975000,209.565900,272.272300,336.444100
976000,253.014400,338.424200,310.966400
977000,253.355000,270.879200,301.393200
978000,207.450400,232.535600,269.410000
979000,214.689600,300.441900,282.204100
980000,243.233600,309.987300,306.864100
981000,234.434800,293.966000,358.954100
982000,261.114000,304.278300,335.272700
983000,242.487600,310.805300,287.066200
984000,230.503600,290.359300,280.786300
985000,244.092300,253.317900,269.408100
986000,210.454800,244.526700,311.064200
987000,283.798200,307.146800,358.599000
988000,308.162700,363.825100,314.979100
989000,239.174000,253.015700,297.315100
990000,272.237800,316.870500,294.663700
991000,268.513900,303.012200,408.906300
992000,298.287600,296.795300,334.903400
993000,271.357300,311.286300,303.233800
994000,253.226400,280.312300,285.219700
995000,239.642400,288.314100,330.004000
996000,286.307600,316.916400,365.626100
997000,296.991600,354.982100,354.636800
998000,231.386100,269.214700,329.522400
999000,229.385000,234.959500,321.038200
