size,time,
0,0.000000
100,0.000000
200,0.000000
300,0.000000
400,0.000000
500,0.000000
600,0.000000
700,0.000000
800,0.000000
900,0.000000
1000,0.000991
1100,0.000000
1200,0.000000
1300,0.000000
1400,0.000000
1500,0.000997
1600,0.000000
1700,0.000000
1800,0.000000
1900,0.001001
2000,0.000000
2100,0.000000
2200,0.001004
2300,0.000000
2400,0.000000
2500,0.000994
2600,0.000000
2700,0.000000
2800,0.000991
2900,0.000000
3000,0.000997
3100,0.000000
3200,0.000997
3300,0.000000
3400,0.000997
3500,0.000000
3600,0.000999
3700,0.000000
3800,0.000996
3900,0.000000
4000,0.000997
4100,0.001003
4200,0.000000
4300,0.000992
4400,0.000997
4500,0.000000
4600,0.000997
4700,0.001006
4800,0.000000
4900,0.000000
5000,0.000000
5100,0.000997
5200,0.001005
5300,0.000990
5400,0.000000
5500,0.001005
5600,0.000990
5700,0.000997
5800,0.001001
5900,0.000994
6000,0.000997
6100,0.000000
6200,0.000998
6300,0.000997
6400,0.000997
6500,0.000998
6600,0.000997
6700,0.000997
6800,0.001000
6900,0.000995
7000,0.000998
7100,0.001006
7200,0.000988
7300,0.000997
7400,0.002004
7500,0.000989
7600,0.000996
7700,0.001007
7800,0.000988
7900,0.000997
8000,0.001002
8100,0.001993
8200,0.000999
8300,0.000992
8400,0.000997
8500,0.001995
8600,0.000997
8700,0.000997
8800,0.002002
8900,0.000990
9000,0.000998
9100,0.002000
9200,0.000993
9300,0.000997
9400,0.001995
9500,0.000998
9600,0.002001
9700,0.000991
9800,0.001007
9900,0.001985
10000,0.000997
10100,0.001994
10200,0.000998
10300,0.001995
10400,0.000997
10500,0.001994
10600,0.001995
10700,0.000997
10800,0.001994
10900,0.000998
11000,0.002070
11100,0.001920
11200,0.001997
11300,0.000995
11400,0.002002
11500,0.001987
11600,0.000997
11700,0.001994
11800,0.001995
11900,0.001995
12000,0.001006
12100,0.001986
12200,0.001995
12300,0.001995
12400,0.001994
12500,0.001999
12600,0.000994
12700,0.001996
12800,0.001993
12900,0.001994
13000,0.001995
13100,0.001995
13200,0.001995
13300,0.001995
13400,0.001995
13500,0.001995
13600,0.001995
13700,0.001996
13800,0.001993
13900,0.002001
14000,0.001988
14100,0.001995
14200,0.001995
14300,0.001997
14400,0.001993
14500,0.001995
14600,0.002992
14700,0.001995
14800,0.001995
14900,0.001995
15000,0.001995
15100,0.002999
15200,0.001988
15300,0.001995
15400,0.002000
15500,0.002986
15600,0.001995
15700,0.002381
15800,0.002605
15900,0.001995
16000,0.001994
16100,0.002992
16200,0.001995
16300,0.001997
16400,0.002995
16500,0.001989
16600,0.002998
16700,0.001998
16800,0.002983
16900,0.001995
17000,0.002992
17100,0.001995
17200,0.002992
17300,0.001995
17400,0.002992
17500,0.001995
17600,0.002992
17700,0.004986
17800,0.005985
17900,0.004995
18000,0.004978
18100,0.004986
18200,0.004987
18300,0.001995
18400,0.002998
18500,0.002986
18600,0.002992
18700,0.001996
18800,0.002990
18900,0.002992
19000,0.002992
19100,0.002992
19200,0.001995
19300,0.002992
19400,0.002992
19500,0.002992
19600,0.002992
19700,0.002992
19800,0.002992
19900,0.002992
20000,0.002994
20100,0.002990
20200,0.002992
20300,0.002992
20400,0.002992
20500,0.002997
20600,0.002991
20700,0.002988
20800,0.002992
20900,0.002992
21000,0.002995
21100,0.002989
21200,0.002992
21300,0.003002
21400,0.002982
21500,0.002992
21600,0.002992
21700,0.002992
21800,0.003995
21900,0.002987
22000,0.002994
22100,0.002990
22200,0.003989
22300,0.002992
22400,0.002992
22500,0.003989
22600,0.002992
22700,0.003002
22800,0.003979
22900,0.002992
23000,0.002992
23100,0.003990
23200,0.002996
23300,0.003985
23400,0.002997
23500,0.003984
23600,0.003001
23700,0.002983
23800,0.003990
23900,0.004987
24000,0.004987
24100,0.004987
24200,0.004987
24300,0.004987
24400,0.003989
24500,0.003989
24600,0.003992
24700,0.003990
24800,0.002988
24900,0.003989
25000,0.003989
25100,0.002992
25200,0.003989
25300,0.003989
25400,0.002992
25500,0.003989
25600,0.003989
25700,0.003989
25800,0.002992
25900,0.003989
26000,0.003989
26100,0.003992
26200,0.003987
26300,0.003990
26400,0.003989
26500,0.002992
26600,0.003989
26700,0.003989
26800,0.003989
26900,0.003990
27000,0.003988
27100,0.003989
27200,0.003993
27300,0.003986
27400,0.003989
27500,0.003993
27600,0.003985
27700,0.003989
27800,0.003989
27900,0.003990
28000,0.004986
28100,0.003990
28200,0.003989
28300,0.003995
28400,0.003984
28500,0.003989
28600,0.003989
28700,0.004987
28800,0.003989
28900,0.003990
29000,0.003997
29100,0.004978
29200,0.003989
29300,0.004996
29400,0.005976
29500,0.005983
29600,0.004996
29700,0.005974
29800,0.005985
29900,0.003988
30000,0.004987
30100,0.003989
30200,0.004987
30300,0.003989
30400,0.004986
30500,0.003989
30600,0.003992
30700,0.004985
30800,0.003988
30900,0.004987
31000,0.003999
31100,0.004979
31200,0.004986
31300,0.003989
31400,0.004986
31500,0.003994
31600,0.004982
31700,0.004990
31800,0.003986
31900,0.004987
32000,0.007981
32100,0.005984
32200,0.004984
32300,0.004993
32400,0.004980
32500,0.003989
32600,0.004987
32700,0.004990
32800,0.004983
32900,0.004987
33000,0.003998
33100,0.004977
33200,0.004988
33300,0.004985
33400,0.004987
33500,0.004994
33600,0.004980
33700,0.004995
33800,0.004978
33900,0.004993
34000,0.004980
34100,0.004994
34200,0.004980
34300,0.004987
34400,0.004993
34500,0.004986
34600,0.004991
34700,0.004984
34800,0.004985
34900,0.004987
35000,0.004993
35100,0.004981
35200,0.005984
35300,0.004994
35400,0.006983
35500,0.006973
35600,0.004987
35700,0.005993
35800,0.004985
35900,0.004978
36000,0.005984
36100,0.005985
36200,0.004989
36300,0.004994
36400,0.009965
36500,0.006980
36600,0.006986
36700,0.007974
36800,0.005984
36900,0.004987
37000,0.005993
37100,0.004978
37200,0.005984
37300,0.004990
37400,0.006242
37500,0.004725
37600,0.004986
37700,0.005984
37800,0.004987
37900,0.005984
38000,0.004986
38100,0.004978
38200,0.005984
38300,0.004986
38400,0.004992
38500,0.005981
38600,0.004984
38700,0.004985
38800,0.005990
38900,0.005978
39000,0.004986
39100,0.005984
39200,0.005984
39300,0.005989
39400,0.005981
39500,0.004994
39600,0.005975
39700,0.005984
39800,0.005984
39900,0.005984
40000,0.005986
40100,0.005982
40200,0.004987
40300,0.005983
40400,0.005984
40500,0.005984
40600,0.005985
40700,0.005984
40800,0.004987
40900,0.005980
41000,0.005984
41100,0.005984
41200,0.005984
41300,0.005990
41400,0.005978
41500,0.005984
41600,0.005988
41700,0.005981
41800,0.005983
41900,0.006981
42000,0.005984
42100,0.005984
42200,0.005984
42300,0.005984
42400,0.006981
42500,0.005993
42600,0.005975
42700,0.006022
42800,0.006952
42900,0.005976
43000,0.005988
43100,0.006986
43200,0.006027
43300,0.005932
43400,0.006981
43500,0.005984
43600,0.005984
43700,0.006981
43800,0.006053
43900,0.006912
44000,0.006989
44100,0.006974
44200,0.005984
44300,0.006981
44400,0.006981
44500,0.005984
44600,0.006987
44700,0.006020
44800,0.006940
44900,0.005986
45000,0.006022
45100,0.006944
45200,0.006039
45300,0.006966
45400,0.006941
45500,0.005984
45600,0.006981
45700,0.006981
45800,0.005984
45900,0.007021
46000,0.006941
46100,0.006981
46200,0.006033
46300,0.006932
46400,0.006984
46500,0.006979
46600,0.005990
46700,0.005984
46800,0.008028
46900,0.008928
47000,0.009029
47100,0.008922
47200,0.009973
47300,0.008983
47400,0.009968
47500,0.008974
47600,0.008976
47700,0.006981
47800,0.006981
47900,0.006981
48000,0.006981
48100,0.006981
48200,0.006981
48300,0.006988
48400,0.006982
48500,0.007971
48600,0.011019
48700,0.007930
48800,0.006918
48900,0.006990
49000,0.006973
49100,0.006985
49200,0.006978
49300,0.007979
49400,0.007036
49500,0.006927
49600,0.006981
49700,0.007982
49800,0.006929
49900,0.006982
50000,0.006981
50100,0.007979
50200,0.006981
50300,0.006981
50400,0.007979
50500,0.007033
50600,0.006929
50700,0.007980
50800,0.006980
50900,0.008028
51000,0.006931
51100,0.007979
51200,0.007051
51300,0.006912
51400,0.006978
51500,0.007978
51600,0.007027
51700,0.007979
51800,0.006935
51900,0.007987
52000,0.007023
52100,0.007012
52200,0.007948
52300,0.007979
52400,0.006981
52500,0.007979
52600,0.007978
52700,0.006982
52800,0.007980
52900,0.008014
53000,0.006944
53100,0.007978
53200,0.007979
53300,0.007979
53400,0.007036
53500,0.007053
53600,0.007905
53700,0.007978
53800,0.008020
53900,0.007945
54000,0.006974
54100,0.007979
54200,0.007979
54300,0.007979
54400,0.007979
54500,0.007984
54600,0.007977
54700,0.007974
54800,0.007979
54900,0.007984
55000,0.007974
55100,0.007979
55200,0.007978
55300,0.007979
55400,0.007979
55500,0.007980
55600,0.008975
55700,0.007979
55800,0.008026
55900,0.007972
56000,0.007947
56100,0.007974
56200,0.008972
56300,0.007979
56400,0.007987
56500,0.007971
56600,0.008976
56700,0.007979
56800,0.007979
56900,0.008017
57000,0.008938
57100,0.007981
57200,0.007977
57300,0.008977
57400,0.007984
57500,0.007976
57600,0.007971
57700,0.007979
57800,0.008976
57900,0.007979
58000,0.007979
58100,0.007979
58200,0.007988
58300,0.009018
58400,0.007968
58500,0.008935
58600,0.007979
58700,0.008977
58800,0.008034
58900,0.007988
59000,0.009005
59100,0.007949
59200,0.008966
59300,0.008976
59400,0.007979
59500,0.008982
59600,0.008970
59700,0.008023
59800,0.008931
59900,0.009027
60000,0.007928
60100,0.007982
60200,0.008979
60300,0.008969
60400,0.008976
60500,0.008038
60600,0.008917
60700,0.008976
60800,0.008976
60900,0.008976
61000,0.008976
61100,0.009974
61200,0.010970
61300,0.008976
61400,0.008976
61500,0.008976
61600,0.008976
61700,0.008976
61800,0.009022
61900,0.008931
62000,0.008975
62100,0.008976
62200,0.008984
62300,0.008968
62400,0.008980
62500,0.008972
62600,0.009023
62700,0.008935
62800,0.008970
62900,0.008978
63000,0.008972
63100,0.008976
63200,0.008976
63300,0.008976
63400,0.008976
63500,0.009976
63600,0.008979
63700,0.008971
63800,0.009034
63900,0.009001
64000,0.009376
64100,0.010537
64200,0.008924
64300,0.009014
64400,0.009974
64500,0.008937
64600,0.008976
64700,0.009974
64800,0.008976
64900,0.009973
65000,0.008979
65100,0.009970
65200,0.008976
65300,0.009983
65400,0.008966
65500,0.009973
65600,0.008982
65700,0.009974
65800,0.009967
65900,0.009024
66000,0.009978
66100,0.009986
66200,0.008918
66300,0.009965
66400,0.009973
66500,0.009973
66600,0.009042
66700,0.009966
66800,0.009921
66900,0.010027
67000,0.009971
67100,0.009931
67200,0.010008
67300,0.009974
67400,0.008933
67500,0.008974
67600,0.009973
67700,0.009973
67800,0.009973
67900,0.009973
68000,0.009973
68100,0.009973
68200,0.009973
68300,0.009975
68400,0.009971
68500,0.009973
68600,0.009979
68700,0.009968
68800,0.009970
68900,0.009992
69000,0.009910
69100,0.010019
69200,0.009973
69300,0.009927
69400,0.010028
69500,0.009979
69600,0.009975
69700,0.009975
69800,0.009973
69900,0.010963
70000,0.009975
70100,0.009919
70200,0.010005
70300,0.010939
70400,0.009974
70500,0.010970
70600,0.009973
70700,0.009973
70800,0.010973
